site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,current,weather_station,temperature_noaa,precip_noaa
Little Neck Bay,2018-09-06,2018,9,2018-09-06T14:00:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8516990,8516990,2018-09-06T12:57:00Z,7.392,TRUE,1.05,-3.359853525223102,Central Park,83.03,0.3549
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2018-09-06,2018,9,2018-09-06T13:38:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8517673,8517673,2018-09-06T11:03:00Z,4.269,TRUE,2.5833333333333335,-3.941705350548117,Central Park,83.03,0.3549
"Jamaica Bay, Canarsie Pier",2018-09-06,2018,9,2018-09-06T11:06:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8517381,8517381,2018-09-06T09:40:00Z,5.441,TRUE,1.4333333333333333,-3.5508084487886826,Central Park,83.03,0.3549
"Hudson River, Pier 40",2018-09-13,2018,9,2018-09-13T16:15:00Z,20,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good,8518750,8518750,2018-09-13T15:50:00Z,5.637,TRUE,0.4166666666666667,-1.1189807199811805,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 26",2018-09-13,2018,9,2018-09-13T13:40:00Z,20,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good,8518750,8518750,2018-09-13T09:37:00Z,-0.104,TRUE,4.05,5.103139979637757,Central Park,72.5,0.12869999999999998
"Jamaica Bay, Plumb Beach",2018-09-13,2018,9,2018-09-13T12:30:00Z,30,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good,8517531,8517531,2018-09-13T09:04:00Z,-0.125,TRUE,3.433333333333333,6.078698306417973,Central Park,72.5,0.12869999999999998
"East River, Gantry State Park",2018-09-13,2018,9,2018-09-13T14:56:00Z,41,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,4.383333333333334,4.485378923759867,Central Park,72.5,0.12869999999999998
"Hudson River, West 172nd Street",2018-09-13,2018,9,2018-09-13T12:30:00Z,61,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8518902,8518902,2018-09-13T10:24:00Z,-0.096,TRUE,2.1,4.359492228096886,Central Park,72.5,0.12869999999999998
"East River, Dumbo Cove",2018-09-13,2018,9,2018-09-13T14:31:00Z,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8517847,8517847,2018-09-13T09:34:00Z,-0.09,TRUE,4.95,3.9255641317385077,Central Park,72.5,0.12869999999999998
"Hudson River, Inwood Canoe Club",2018-09-13,2018,9,2018-09-13T13:15:00Z,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8518902,8518902,2018-09-13T10:24:00Z,-0.096,TRUE,2.85,4.946048064775004,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 96",2018-09-13,2018,9,2018-09-13T12:03:00Z,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,2.183333333333333,4.934467880939796,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 84",2018-09-13,2018,9,2018-09-13T11:59:00Z,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,2.1166666666666667,4.848532248466022,Central Park,72.5,0.12869999999999998
"East River, Grand Ferry Park",2018-09-13,2018,9,2018-09-13T12:11:00Z,73,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8518699,8518699,2018-09-13T10:04:00Z,0.025,TRUE,2.1166666666666667,4.336936417843853,Central Park,72.5,0.12869999999999998
"Hudson River, Weehawken Cove",2018-09-13,2018,9,2018-09-13T13:25:00Z,75,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,3.55,5.362250918354639,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 13",2018-09-13,2018,9,2018-09-13T13:45:00Z,97,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,3.8833333333333333,5.071178515603021,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 66",2018-09-13,2018,9,2018-09-13T12:35:00Z,108,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,2.716666666666667,5.411275192189932,Central Park,72.5,0.12869999999999998
"Hudson River, Frank Sinatra Park",2018-09-13,2018,9,2018-09-13T14:25:00Z,110,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,4.55,4.06619920079896,Central Park,72.5,0.12869999999999998
"Buttermilk Channel, Valentino Pier",2018-09-13,2018,9,2018-09-13T13:16:00Z,120,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517921,8517921,2018-09-13T09:25:00Z,-0.099,TRUE,3.85,5.423548060098821,Central Park,72.5,0.12869999999999998
Van Cortlandt Park Lake,2018-09-13,2018,9,2018-09-13T12:46:00Z,122,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518905,8518905,2018-09-13T10:26:00Z,-0.089,TRUE,2.3333333333333335,4.516377531918171,Central Park,72.5,0.12869999999999998
"Newtown Creek, 2nd Street Kayak Launch",2018-09-13,2018,9,2018-09-13T15:03:00Z,144,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,4.5,4.343589481228306,Central Park,72.5,0.12869999999999998
"Bronx Kill, east end",2018-09-13,2018,9,2018-09-13T13:06:00Z,195,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518639,8518639,2018-09-13T06:44:00Z,7.123,TRUE,6.366666666666666,-0.9887039445060221,Central Park,72.5,0.12869999999999998
"Harlem River, Muscota Marsh",2018-09-13,2018,9,2018-09-13T14:42:00Z,197,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518903,8518903,2018-09-13T10:25:00Z,-0.087,TRUE,4.283333333333333,4.0575117096672875,Central Park,72.5,0.12869999999999998
"Hudson River, Pier 99 Boat Ramp",2018-09-13,2018,9,2018-09-13T12:41:00Z,226,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,2.816666666666667,5.45729513891665,Central Park,72.5,0.12869999999999998
"Hudson River, Hoboken Cove Beach",2018-09-13,2018,9,2018-09-13T14:10:00Z,246,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,4.3,4.50466000943855,Central Park,72.5,0.12869999999999998
"Flushing Meadows-Corona Park, Meadow Lake",2018-09-13,2018,9,2018-09-13T15:58:00Z,247,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517251,8517251,2018-09-13T15:50:00Z,5.637,FALSE,0.13333333333333333,-0.3604351288979966,Central Park,72.5,0.12869999999999998
"Hudson River, West 72nd Street Kayak Launch",2018-09-13,2018,9,2018-09-13T12:24:00Z,288,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530645,8530645,2018-09-13T09:52:00Z,-0.1,TRUE,2.533333333333333,5.290744053129345,Central Park,72.5,0.12869999999999998
"East River, Hallets Cove",2018-09-13,2018,9,2018-09-13T12:30:00Z,305,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518668,8518668,2018-09-13T11:20:00Z,0.249,TRUE,1.1666666666666667,3.0287048790444078,Central Park,72.5,0.12869999999999998
"Harlem River, North Cove",2018-09-13,2018,9,2018-09-13T15:04:00Z,327,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518902,8518902,2018-09-13T10:24:00Z,-0.096,TRUE,4.666666666666667,3.4957345591817743,Central Park,72.5,0.12869999999999998
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-09-13,2018,9,2018-09-13T13:12:00Z,341,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530505,8530505,2018-09-13T10:05:00Z,-0.097,TRUE,3.1166666666666667,5.3388136405353555,Central Park,72.5,0.12869999999999998
Little Neck Bay,2018-09-13,2018,9,2018-09-13T13:35:00Z,435,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8516990,8516990,2018-09-13T13:07:00Z,0.103,TRUE,0.4666666666666667,2.078987021112017,Central Park,72.5,0.12869999999999998
"Hudson River, West 145th Street",2018-09-13,2018,9,2018-09-13T13:05:00Z,452,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8530505,8530505,2018-09-13T10:05:00Z,-0.097,TRUE,3,5.327077364969015,Central Park,72.5,0.12869999999999998
"Bronx River, Hunts Point Riverside Park",2018-09-13,2018,9,2018-09-13T13:40:00Z,605,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518621,8518621,2018-09-13T13:20:00Z,0.014,TRUE,0.3333333333333333,1.4911992258893965,Central Park,72.5,0.12869999999999998
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2018-09-13,2018,9,2018-09-13T13:28:00Z,772,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,2.9166666666666665,5.016198582013108,Central Park,72.5,0.12869999999999998
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-09-13,2018,9,2018-09-13T15:27:00Z,933,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518902,8518902,2018-09-13T10:24:00Z,-0.096,TRUE,5.05,2.7437594781736334,Central Park,72.5,0.12869999999999998
"Harlem River, Lincoln Avenue 1",2018-09-13,2018,9,2018-09-13T11:54:00Z,1067,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518643,8518643,2018-09-13T11:18:00Z,0.061,TRUE,0.6,1.5853001277035552,Central Park,72.5,0.12869999999999998
Prospect Park Lake,2018-09-13,2018,9,2018-09-13T11:40:00Z,1100,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,1145 ,Unacceptable,8517921,8517921,2018-09-13T09:25:00Z,-0.099,TRUE,2.25,5.403358001689313,Central Park,72.5,0.12869999999999998
"Jamaica Bay, Canarsie Pier",2018-09-13,2018,9,2018-09-13T11:23:00Z,1730,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517381,8517381,2018-09-13T09:15:00Z,-0.131,TRUE,2.1333333333333333,5.586326508156137,Central Park,72.5,0.12869999999999998
"Bronx Kill, west end",2018-09-13,2018,9,2018-09-13T13:21:00Z,1961,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518643,8518643,2018-09-13T11:18:00Z,0.061,TRUE,2.05,4.617901529797284,Central Park,72.5,0.12869999999999998
"Coney Island Creek, Calvert Vaux Park",2018-09-13,2018,9,2018-09-13T12:40:00Z,1968,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517811,8517811,2018-09-13T09:10:00Z,-0.137,TRUE,3.5,5.842847663190321,Central Park,72.5,0.12869999999999998
"East River, Anable Basin",2018-09-13,2018,9,2018-09-13T13:00:00Z,2382,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,2.45,4.680517472533999,Central Park,72.5,0.12869999999999998
"Flushing Bay, World's Fair Marina Pier 1 East",2018-09-13,2018,9,2018-09-13T15:30:00Z,2924,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517251,8517251,2018-09-13T09:37:00Z,-0.104,FALSE,5.883333333333334,0.9625044740430061,Central Park,72.5,0.12869999999999998
"Harlem River, Little Hell Gate",2018-09-13,2018,9,2018-09-13T13:39:00Z,3026,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517401,8517401,2018-09-13T13:22:00Z,-0.166,TRUE,0.2833333333333333,1.2497859115194938,Central Park,72.5,0.12869999999999998
"Flushing Bay, World's Fair Marina Pier 1 West",2018-09-13,2018,9,2018-09-13T15:35:00Z,3441,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517251,8517251,2018-09-13T09:37:00Z,-0.104,FALSE,5.966666666666667,0.7233757136634943,Central Park,72.5,0.12869999999999998
"Flushing Bay, World's Fair Marina Boat Ramp",2018-09-13,2018,9,2018-09-13T15:21:00Z,4786,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517251,8517251,2018-09-13T09:37:00Z,-0.104,FALSE,5.733333333333333,1.388352293589569,Central Park,72.5,0.12869999999999998
"Hutchinson River, Amtrak Bridge",2018-09-13,2018,9,2018-09-13T13:45:00Z,4838,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518490,8518490,2018-09-13T12:52:00Z,0.012,TRUE,0.8833333333333333,3.984487336439956,Central Park,72.5,0.12869999999999998
"Harlem River, High Bridge",2018-09-13,2018,9,2018-09-13T12:15:00Z,4838,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518902,8518902,2018-09-13T10:24:00Z,-0.096,TRUE,1.85,4.018856921581669,Central Park,72.5,0.12869999999999998
"Newtown Creek, Turning Basin",2018-09-13,2018,9,2018-09-13T14:35:00Z,6294,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,4.033333333333333,4.827501150772293,Central Park,72.5,0.12869999999999998
Flushing Creek,2018-09-13,2018,9,2018-09-13T15:04:00Z,8297,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517251,8517251,2018-09-13T09:37:00Z,-0.104,FALSE,5.45,2.1690347257611675,Central Park,72.5,0.12869999999999998
"Newtown Creek, Apollo Street",2018-09-13,2018,9,2018-09-13T14:23:00Z,8664,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517673,8517673,2018-09-13T10:33:00Z,-0.094,TRUE,3.8333333333333335,4.964329980600514,Central Park,72.5,0.12869999999999998
"Coney Island Creek, West 21st Street",2018-09-13,2018,9,2018-09-13T13:05:00Z,8704,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517741,8517741,2018-09-13T08:50:00Z,-0.119,TRUE,4.25,5.18074821221352,Central Park,72.5,0.12869999999999998
"Newtown Creek, East Branch",2018-09-13,2018,9,2018-09-13T14:50:00Z,9606,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518699,8518699,2018-09-13T10:04:00Z,0.025,TRUE,4.766666666666667,3.722781337733264,Central Park,72.5,0.12869999999999998
"Coney Island Creek, Kaiser Park",2018-09-13,2018,9,2018-09-13T12:50:00Z,9606,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8517811,8517811,2018-09-13T09:10:00Z,-0.137,TRUE,3.6666666666666665,5.715008573536504,Central Park,72.5,0.12869999999999998
"Newtown Creek, English Kills",2018-09-13,2018,9,2018-09-13T15:03:00Z,19863,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable,8518699,8518699,2018-09-13T10:04:00Z,0.025,TRUE,4.983333333333333,3.341495398962193,Central Park,72.5,0.12869999999999998
"Jamaica Bay, Plumb Beach",2018-09-20,2018,9,2018-09-20T12:39:00Z,10,1.2,0,0,1.19,0.01,0,0,0,,Good,8517531,8517531,2018-09-20T09:08:00Z,4.497,TRUE,3.5166666666666666,-3.188564709772255,Central Park,68.45,0
"Newtown Creek, English Kills",2018-09-20,2018,9,2018-09-20T15:26:00Z,20,1.2,0,0,1.19,0.01,0,0,0,,Good,8518699,8518699,2018-09-20T10:31:00Z,4.004,TRUE,4.916666666666667,-1.3345948782529247,Central Park,68.45,0
"Flushing Bay, World's Fair Marina Pier 1 East",2018-09-20,2018,9,2018-09-20T14:40:00Z,20,1.2,0,0,1.19,0.01,0,0,0,,Good,8517251,8517251,2018-09-20T09:44:00Z,4.247,FALSE,4.933333333333334,-1.762911744705149,Central Park,68.45,0
"Hudson River, Pier 26",2018-09-20,2018,9,2018-09-20T14:40:00Z,20,1.2,0,0,1.19,0.01,0,0,0,,Good,8518750,8518750,2018-09-20T09:44:00Z,4.247,TRUE,4.933333333333334,-1.762911744705149,Central Park,68.45,0
"East River, Anable Basin",2018-09-20,2018,9,2018-09-20T13:30:00Z,20,1.2,0,0,1.19,0.01,0,0,0,,Good,8517673,8517673,2018-09-20T11:06:00Z,3.78,TRUE,2.4,-2.626105320429646,Central Park,68.45,0
"Buttermilk Channel, Valentino Pier",2018-09-20,2018,9,2018-09-20T13:20:00Z,20,1.2,0,0,1.19,0.01,0,0,0,,Good,8517921,8517921,2018-09-20T09:26:00Z,4.374,TRUE,3.9,-2.9944516103689263,Central Park,68.45,0
"Harlem River, Muscota Marsh",2018-09-20,2018,9,2018-09-20T16:38:00Z,30,1.2,0,0,1.19,0.01,0,0,0,,Good,8518903,8518903,2018-09-20T10:36:00Z,3.567,TRUE,6.033333333333333,-0.04430806520413206,Central Park,68.45,0
"Newtown Creek, Turning Basin",2018-09-20,2018,9,2018-09-20T14:45:00Z,31,1.2,0,0,1.19,0.01,0,0,0,,Good,8517673,8517673,2018-09-20T11:06:00Z,3.78,TRUE,3.65,-2.449903548329737,Central Park,68.45,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2018-09-20,2018,9,2018-09-20T13:45:00Z,31,1.2,0,0,1.19,0.01,0,0,0,,Good,8517673,8517673,2018-09-20T11:06:00Z,3.78,TRUE,2.65,-2.6925582048543246,Central Park,68.45,0
"East River, Hallets Cove",2018-09-20,2018,9,2018-09-20T12:33:00Z,31,1.2,0,0,1.19,0.01,0,0,0,,Good,8518668,8518668,2018-09-20T05:04:00Z,0.813,TRUE,7.483333333333333,NA,Central Park,68.45,0
"East River, Grand Ferry Park",2018-09-20,2018,9,2018-09-20T13:18:00Z,41,1.2,0,0,1.19,0.01,0,0,0,,Fair,8518699,8518699,2018-09-20T10:31:00Z,4.004,TRUE,2.783333333333333,-3.031194384983253,Central Park,68.45,0
"Hudson River, Pier 66",2018-09-20,2018,9,2018-09-20T12:30:00Z,41,1.2,0,0,1.19,0.01,0,0,0,,Fair,8530645,8530645,2018-09-20T09:57:00Z,4.077,TRUE,2.55,-2.8273284545527986,Central Park,68.45,0
"Hudson River, Inwood Canoe Club",2018-09-20,2018,9,2018-09-20T13:20:00Z,52,1.2,0,0,1.19,0.01,0,0,0,,Fair,8518902,8518902,2018-09-20T10:33:00Z,3.688,TRUE,2.783333333333333,-2.757817540757356,Central Park,68.45,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-09-20,2018,9,2018-09-20T12:59:00Z,52,1.2,0,0,1.19,0.01,0,0,0,,Fair,8530505,8530505,2018-09-20T10:15:00Z,3.95,TRUE,2.7333333333333334,-2.807034464726103,Central Park,68.45,0
"Hudson River, West 172nd Street",2018-09-20,2018,9,2018-09-20T12:30:00Z,52,1.2,0,0,1.19,0.01,0,0,0,,Fair,8518902,8518902,2018-09-20T10:33:00Z,3.688,TRUE,1.95,-2.3758583386011143,Central Park,68.45,0
"Hudson River, Pier 96",2018-09-20,2018,9,2018-09-20T12:28:00Z,52,1.2,0,0,1.19,0.01,0,0,0,,Fair,8530645,8530645,2018-09-20T09:57:00Z,4.077,TRUE,2.5166666666666666,-2.8135454010819547,Central Park,68.45,0
"Hudson River, Pier 40",2018-09-20,2018,9,2018-09-20T17:13:00Z,63,1.2,0,0,1.19,0.01,0,0,0,,Fair,8518750,8518750,2018-09-20T15:52:00Z,1.19,TRUE,1.35,2.346635669279445,Central Park,68.45,0
"Newtown Creek, Apollo Street",2018-09-20,2018,9,2018-09-20T14:22:00Z,63,1.2,0,0,1.19,0.01,0,0,0,,Fair,8517673,8517673,2018-09-20T11:06:00Z,3.78,TRUE,3.2666666666666666,-2.6378791314933205,Central Park,68.45,0
"Harlem River, Little Hell Gate",2018-09-20,2018,9,2018-09-20T12:53:00Z,63,1.2,0,0,1.19,0.01,0,0,0,,Fair,8517401,8517401,2018-09-20T12:42:00Z,5.648,TRUE,0.18333333333333332,-0.31240503384945806,Central Park,68.45,0
"Flushing Bay, World's Fair Marina Boat Ramp",2018-09-20,2018,9,2018-09-20T14:30:00Z,74,1.2,0,0,1.19,0.01,0,0,0,,Fair,8517251,8517251,2018-09-20T09:44:00Z,4.247,FALSE,4.766666666666667,-1.9694408018802252,Central Park,68.45,0
"Hudson River, Yonkers Paddling and Rowing Club",2018-09-20,2018,9,2018-09-20T14:20:00Z,85,1.2,0,0,1.19,0.01,0,0,0,,Fair,8530095,8530095,2018-09-20T10:49:00Z,3.525,TRUE,3.5166666666666666,-2.380536864223598,Central Park,68.45,0
"Hudson River, West 145th Street",2018-09-20,2018,9,2018-09-20T12:50:00Z,118,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8530505,8530505,2018-09-20T10:15:00Z,3.95,TRUE,2.5833333333333335,-2.7637320330164212,Central Park,68.45,0
"Hudson River, Pier 84",2018-09-20,2018,9,2018-09-20T12:20:00Z,120,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8530645,8530645,2018-09-20T09:57:00Z,4.077,TRUE,2.3833333333333333,-2.7503430931532304,Central Park,68.45,0
"Newtown Creek, East Branch",2018-09-20,2018,9,2018-09-20T15:09:00Z,121,1.2,0,0,1.19,0.01,0,0,0,135 ,Unacceptable,8518699,8518699,2018-09-20T10:31:00Z,4.004,TRUE,4.633333333333334,-1.73891741406899,Central Park,68.45,0
"Saw Mill River, daylighted section",2018-09-20,2018,9,2018-09-20T14:35:00Z,131,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8530095,8530095,2018-09-20T10:49:00Z,3.525,TRUE,3.7666666666666666,-2.283996526767201,Central Park,68.45,0
"Flushing Bay, World's Fair Marina Pier 1 West",2018-09-20,2018,9,2018-09-20T14:48:00Z,185,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517251,8517251,2018-09-20T09:44:00Z,4.247,FALSE,5.066666666666666,-1.5883681352583214,Central Park,68.45,0
"Hudson River, Pier 99 Boat Ramp",2018-09-20,2018,9,2018-09-20T12:25:00Z,187,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8530645,8530645,2018-09-20T09:57:00Z,4.077,TRUE,2.466666666666667,-2.7913508753262755,Central Park,68.45,0
"Bronx Kill, west end",2018-09-20,2018,9,2018-09-20T12:41:00Z,201,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518643,8518643,2018-09-20T11:25:00Z,4.037,TRUE,1.2666666666666666,-1.8137004185292638,Central Park,68.45,0
"Newtown Creek, 2nd Street Kayak Launch",2018-09-20,2018,9,2018-09-20T15:44:00Z,203,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517673,8517673,2018-09-20T11:06:00Z,3.78,TRUE,4.633333333333334,-1.502452408509901,Central Park,68.45,0
Van Cortlandt Park Lake,2018-09-20,2018,9,2018-09-20T12:58:00Z,206,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518905,8518905,2018-09-20T10:32:00Z,3.61,TRUE,2.433333333333333,-2.460626520048541,Central Park,68.45,0
Little Neck Bay,2018-09-20,2018,9,2018-09-20T12:57:00Z,231,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8516990,8516990,2018-09-20T07:28:00Z,0.862,TRUE,5.483333333333333,1.5926949460157493,Central Park,68.45,0
"Hudson River, West 72nd Street Kayak Launch",2018-09-20,2018,9,2018-09-20T12:28:00Z,235,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8530645,8530645,2018-09-20T09:57:00Z,4.077,TRUE,2.5166666666666666,-2.8135454010819547,Central Park,68.45,0
"Jamaica Bay, Canarsie Pier",2018-09-20,2018,9,2018-09-20T11:29:00Z,241,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517381,8517381,2018-09-20T09:33:00Z,4.796,TRUE,1.9333333333333333,-3.0219692656208506,Central Park,68.45,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-09-20,2018,9,2018-09-20T17:26:00Z,285,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518902,8518902,2018-09-20T16:30:00Z,0.916,TRUE,0.9333333333333333,1.4519537487268435,Central Park,68.45,0
"East River, Dumbo Cove",2018-09-20,2018,9,2018-09-20T14:31:00Z,301,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517847,8517847,2018-09-20T10:25:00Z,4.354,TRUE,4.1,-2.518779232975334,Central Park,68.45,0
"Coney Island Creek, Calvert Vaux Park",2018-09-20,2018,9,2018-09-20T12:40:00Z,373,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517811,8517811,2018-09-20T09:05:00Z,4.368,TRUE,3.5833333333333335,-2.9571233356458215,Central Park,68.45,0
"Flushing Meadows-Corona Park, Meadow Lake",2018-09-20,2018,9,2018-09-20T15:14:00Z,520,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517251,8517251,2018-09-20T09:44:00Z,4.247,FALSE,5.5,-0.9743990017815168,Central Park,68.45,0
Prospect Park Lake,2018-09-20,2018,9,2018-09-20T11:40:00Z,585,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517921,8517921,2018-09-20T09:26:00Z,4.374,TRUE,2.2333333333333334,-2.9277911132749366,Central Park,68.45,0
"Bronx Kill, east end",2018-09-20,2018,9,2018-09-20T12:32:00Z,1162,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518639,8518639,2018-09-20T07:38:00Z,0.522,TRUE,4.9,3.1899508280830124,Central Park,68.45,0
"Harlem River, North Cove",2018-09-20,2018,9,2018-09-20T16:59:00Z,1495,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518902,8518902,2018-09-20T16:30:00Z,0.916,TRUE,0.48333333333333334,0.7718990313299958,Central Park,68.45,0
Flushing Creek,2018-09-20,2018,9,2018-09-20T14:22:00Z,3968,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517251,8517251,2018-09-20T09:44:00Z,4.247,FALSE,4.633333333333334,-2.124404837145652,Central Park,68.45,0
"Hutchinson River, Amtrak Bridge",2018-09-20,2018,9,2018-09-20T11:30:00Z,6910,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8518490,8518490,2018-09-20T07:09:00Z,0.814,TRUE,4.35,4.989987521688481,Central Park,68.45,0
"Coney Island Creek, West 21st Street",2018-09-20,2018,9,2018-09-20T11:55:00Z,8704,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517741,8517741,2018-09-20T09:02:00Z,4.325,TRUE,2.8833333333333333,-3.1598812469080686,Central Park,68.45,0
"Coney Island Creek, Kaiser Park",2018-09-20,2018,9,2018-09-20T12:10:00Z,10112,1.2,0,0,1.19,0.01,0,0,0,,Unacceptable,8517811,8517811,2018-09-20T09:05:00Z,4.368,TRUE,3.0833333333333335,-3.0330469198889936,Central Park,68.45,0
